Record_No,Handle,ParcelID,Address,Add_Suffix,Direction,Name,Type,Class,Acquisition_dt,CenterX,CenterY,Value,Value_Estimated,Value_Est_Dt,Entered_Date,Usage,Cost,Property_Source,Purchase_Type,Parcel_Status
29960,"11092000140","10920001500","2211",,,"MONTGOMERY","ST","C","01/31/77 00:00:00",5.8387431999999995e+05,1.0261232800000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
29985,"11094000120","10940001250","2208",,,"WARREN","ST","C","10/14/77 00:00:00",5.8369466000000003e+05,1.0254533199999999e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30005,"11095000250","10950002600","2219",,,"NORTH MARKET","ST","C","10/31/75 00:00:00",5.8361633999999997e+05,1.0251626400000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30032,"15560000240","55600002400","4955",,,"ARLINGTON","AV","A","06/26/92 00:00:00",5.7145442000000004e+05,1.0407341000000000e+06,,0,,"08/14/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30037,"14865000240","48650002401","5603",,,"MAPLE","AV","C",,5.6247583999999997e+05,1.0294742200000000e+06,,0,,"07/17/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Accepted Offer"
30040,"13398000280","33980002800","2201",,"E","COLLEGE","AV","C","03/01/00 00:00:00",5.8097171999999997e+05,1.0342758130000000e+06,,0,,"02/14/00 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30051,"15560000030","55600000300","4906",,,"EMERSON","AV","A","06/26/92 00:00:00",5.7097025000000000e+05,1.0405635400000000e+06,0,1,,"08/14/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30078,"11100000280","11000002900","1933",,,"NORTH MARKET","ST","C","05/31/73 00:00:00",5.8485988000000000e+05,1.0248314100000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30079,"11100000280","11000003000","1933",,,"NORTH MARKET","ST","C","10/31/75 00:00:00",5.8485988000000000e+05,1.0248314100000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30095,"11183040310","11830403100","1427",,,"BUCHANAN","ST","A","09/08/00 00:00:00",5.8628831999999995e+05,1.0281829010000000e+06,,0,,"09/12/00 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30102,"11103000260","11030001950","1925",,,"MONTGOMERY","ST","C","10/31/75 00:00:00",5.8511635999999999e+05,1.0257931700000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30114,"11107000160","11070001701","1505",,,"WARREN","ST","C","05/31/73 00:00:00",5.8558897999999998e+05,1.0253307900000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30176,"11111000080","11110000800","1443",,,"MONROE","ST","C","02/28/91 00:00:00",5.8646578000000003e+05,1.0245529399999999e+06,,0,,"01/28/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30179,"11114000050","11140000500","1412",,,"WARREN","ST","C","01/14/80 00:00:00",5.8648258999999997e+05,1.0253894700000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30180,"11114000100","11140001000","1409",,,"BENTON","ST","C","01/31/77 00:00:00",5.8654928000000003e+05,1.0252805000000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30181,"11114000110","11140001100","1413",,,"BENTON","ST","C","08/28/84 00:00:00",5.8651465000000002e+05,1.0252669100000000e+06,,0,,"08/28/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30182,"11116000030","11160000300","1434",,,"MONTGOMERY","ST","A",,5.8611253000000003e+05,1.0255832200000000e+06,,0,,"02/06/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30183,"11116000050","11160000500","2613",,,"BLAIR","AV","A","02/28/91 00:00:00",5.8610218000000005e+05,1.0255153100000001e+06,,0,,"01/28/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30184,"11116000060","11160000600","2611",,,"BLAIR","AV","A","02/28/91 00:00:00",5.8611340000000002e+05,1.0254874700000000e+06,,0,,"01/28/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30185,"11116000070","11160000700","2609",,,"BLAIR","AV","A","02/28/91 00:00:00",5.8611856000000006e+05,1.0254746600000000e+06,,0,,"01/28/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30186,"11116000080","11160000800","2607",,,"BLAIR","AV","A","02/28/91 00:00:00",5.8612440000000002e+05,1.0254600300000000e+06,,0,,"01/28/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30187,"11119000055","11190000550","1444",,,"ST LOUIS","AV","A",,5.8592600000000000e+05,1.0258509500000000e+06,,0,,"07/16/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30188,"11120000150","11200001500","1439",,,"ST LOUIS","AV","A","08/30/73 00:00:00",5.8591156000000006e+05,1.0259744700000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30189,"11120000150","11200001600","1439",,,"ST LOUIS","AV","A","10/14/77 00:00:00",5.8579805000000005e+05,1.0261034500000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30190,"11120000150","11200001700","1439",,,"ST LOUIS","AV","A","01/31/77 00:00:00",5.8579805000000005e+05,1.0261034500000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30191,"11120000150","11200001800","1439",,,"ST LOUIS","AV","A","08/30/73 00:00:00",5.8579805000000005e+05,1.0261034500000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30192,"11120000150","11200001900","1439",,,"ST LOUIS","AV","A","08/30/73 00:00:00",5.8579805000000005e+05,1.0261034500000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30193,"11122000130","11220001300","1301",,,"ST LOUIS","AV","A",,5.8662353000000003e+05,1.0262730000000000e+06,,0,,"01/08/87 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Accepted Offer"
30194,"11122000210","11220002100","1325",,,"ST LOUIS","AV","A","02/28/91 00:00:00",5.8641428000000003e+05,1.0261934399999999e+06,,0,,"01/25/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30197,"11123000085","11230000800","1306",,,"ST LOUIS","AV","A","11/21/86 00:00:00",5.8668595999999996e+05,1.0261165600000001e+06,,0,,"10/08/86 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Retired"
30199,"10996000230","9960002300","2827",,,"DELMAR","BLVD","C","09/08/00 00:00:00",5.8059595999999996e+05,1.0213143730000000e+06,0,0,,"09/12/00 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30200,"11128000010","11280000100","1224",,,"HEBERT","ST","A","05/31/73 00:00:00",5.8671893000000005e+05,1.0268737200000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30201,"11128000020","11280000200","1222",,,"HEBERT","ST","A","08/28/84 00:00:00",5.8673912000000000e+05,1.0268681600000000e+06,,0,,"08/28/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30202,"11128000030","11280000300","1218",,,"HEBERT","ST","A","01/05/90 00:00:00",5.8675392000000004e+05,1.0268233300000000e+06,,0,,"12/13/89 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30203,"11128000035","11280000350","1218","R",,"HEBERT","ST","A","08/28/84 00:00:00",5.8677381999999995e+05,1.0269001500000000e+06,,0,,"08/28/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30204,"11128000070","11280000700","1210",,,"HEBERT","ST","A","02/02/92 00:00:00",5.8685395999999996e+05,1.0268776500000000e+06,,0,,"01/03/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30205,"11128000130","11280001300","1201",,,"WRIGHT","ST","A","01/30/94 00:00:00",5.8689904000000004e+05,1.0266846600000000e+06,,0,,"12/29/93 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30206,"11128000150","11280001500","1211",,,"WRIGHT","ST","A","01/14/80 00:00:00",5.8681642000000004e+05,1.0266825100000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30208,"11129000075","11290000750","1300",,,"HEBERT","ST","C",,5.8663362000000000e+05,1.0269493100000001e+06,,0,,"08/21/95 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30209,"11129000090","11290000900","2925",,"N","13TH","ST","A","10/09/87 00:00:00",5.8660993000000005e+05,1.0268964100000000e+06,,0,,"10/19/87 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30210,"11133030170","11330301700","1406",,,"DODIER","ST","C","10/31/75 00:00:00",5.8597078000000003e+05,1.0264168900000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30211,"11133030180","11330301800","1400",,,"DODIER","ST","C","07/31/81 00:00:00",5.8603430000000005e+05,1.0264177900000000e+06,0,1,,"12/11/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30216,"11238000030","12380000300","3922",,"N","20TH","ST","C","11/09/88 00:00:00",5.8460600000000000e+05,1.0303681700000000e+06,0,1,,"10/14/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30223,"11126000120","11260001200","2813",,,"HADLEY","ST","A",,5.8688812000000000e+05,1.0264622810000000e+06,,0,,"04/01/97 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Accepted Offer"
30234,"11308000080","13080000800","1715",,,"PENNSYLVANIA","AV","C","10/14/77 00:00:00",5.7735957999999996e+05,1.0129573600000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30247,"11313000130","13130001300","1718",,,"OREGON","PL","AA",,5.7817107999999996e+05,1.0127621800000001e+06,,0,,"10/13/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"LCRA",,"Available"
30248,"11313000260","13130002600","2800",,,"LAFAYETTE","AV","AA",,5.7837385999999999e+05,1.0128561500000000e+06,,0,,"10/13/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"LCRA",,"Unavailable"
30251,"11316000070","13160000700","1720",,,"CALIFORNIA","AV","C","07/27/82 00:00:00",5.7849595999999996e+05,1.0127028600000000e+06,,0,,"07/26/82 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Accepted Offer"
30252,"11316000090","13160000900","1714",,,"CALIFORNIA","AV","AA",,5.7850408999999997e+05,1.0127621899999999e+06,,0,,"10/13/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"LCRA",,"Offer"
30267,"11136000010","11360000100","3114",,"N","20TH","ST","C","02/02/92 00:00:00",5.8524951000000001e+05,1.0272301200000000e+06,0,1,,"01/03/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30268,"11136000020","11360000200","1948",,,"HEBERT","ST","A","02/02/92 00:00:00",5.8526981000000006e+05,1.0273044300000001e+06,,0,,"01/03/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30270,"11136000060","11360000600","1940",,,"HEBERT","ST","C","10/02/97 00:00:00",5.8534753000000003e+05,1.0272343100000001e+06,,0,,"08/19/83 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30285,"11139000080","11390000800","1931",,,"HEBERT","ST","A","10/14/77 00:00:00",5.8541353000000003e+05,1.0274380600000001e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30286,"11139000090","11390000900","1939",,,"HEBERT","ST","A","07/31/81 00:00:00",5.8537120999999996e+05,1.0274491300000000e+06,,0,,"08/04/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30287,"11140000010","11400000100","1920",,,"PALM","ST","A","08/30/73 00:00:00",5.8561881000000006e+05,1.0275552500000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30288,"11140000040","11400000400","1914",,,"PALM","ST","A","02/02/92 00:00:00",5.8570031000000006e+05,1.0275333100000001e+06,,0,,"01/02/92 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
30289,"11140000050","11400000500","1908",,,"PALM","ST","A","06/07/73 00:00:00",5.8573643000000005e+05,1.0275236300000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30290,"11140000070","11400000700","1900",,,"PALM","ST","A",,5.8580808999999997e+05,1.0275045300000000e+06,,0,,"10/01/82 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30292,"11141000110","11410001100","3123",,,"BLAIR","AV","C",,5.8607931000000006e+05,1.0273201600000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30293,"11141000130","11410001300","1505",,,"HEBERT","ST","C",,5.8603195999999996e+05,1.0272746600000000e+06,,0,,"07/09/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30294,"11141000140","11410001400","1507",,,"HEBERT","ST","C",,5.8601928000000003e+05,1.0272777200000000e+06,,0,,"07/09/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30297,"11155000030","11550000300","3246",,,"19TH","ST","A","02/02/92 00:00:00",5.8598502000000002e+05,1.0277288800000000e+06,,0,,"01/03/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30298,"11155000080","11550000800","3260",,,"19TH","ST","A","11/13/75 00:00:00",5.8596869999999995e+05,1.0278921899999999e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30299,"11157000100","11570001000","3260",,"N","20TH","ST","C","02/28/91 00:00:00",5.8543162000000000e+05,1.0280334800000000e+06,,0,,"01/28/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30300,"11157000130","11570001300","3251",,,"KNAPP","ST","C","08/30/73 00:00:00",5.8556810999999999e+05,1.0279307200000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30302,"11158000040","11580000400","2010",,,"BRANCH","ST","A",,5.8524781000000006e+05,1.0280835000000000e+06,,0,,"10/05/90 00:00:00","Residential",0.0000000000000000e+00,"Donations",,"Available"
30303,"11159000020","11590000200","2124",,,"BRANCH","ST","C",,5.8476880000000005e+05,1.0281811100000000e+06,,0,,"08/20/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30304,"11159000160","11590001600","3324",,"N","FLORISSANT","AV","C",,5.8469441000000003e+05,1.0281577900000000e+06,0,1,,"07/14/89 00:00:00","Vacant Lot",0.0000000000000000e+00,"810 Homestead",,"Available"
30305,"11163000100","11630001000","2107",,,"SALISBURY","ST","C","12/07/82 00:00:00",5.8447956999999995e+05,1.0291800900000000e+06,,0,"03/28/01 00:00:00","03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30306,"11163000110","11630001100","2109",,,"SALISBURY","ST","C","12/07/82 00:00:00",5.8446563000000000e+05,1.0291742000000000e+06,,0,"03/28/01 00:00:00","03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30307,"11163000200","11630002000","2111",,,"SALISBURY","ST","C",,5.8444631000000006e+05,1.0292312400000000e+06,,0,"03/28/01 00:00:00","03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30308,"11166000020","11660000200","3716",,"N","21ST","ST","C","10/31/75 00:00:00",5.8461669999999995e+05,1.0293946300000000e+06,,0,,"03/12/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30311,"11166000160","11660001600","2003",,,"SALISBURY","ST","C",,5.8484960999999999e+05,1.0293761100000000e+06,,0,,"01/31/90 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30312,"11166000170","11660001700","2007",,,"SALISBURY","ST","C","11/09/88 00:00:00",5.8479475000000000e+05,1.0293531300000000e+06,,0,,"10/18/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30313,"11166000180","11660001800","2013",,,"SALISBURY","ST","C","11/09/88 00:00:00",5.8476213000000000e+05,1.0293391400000000e+06,,0,,"10/18/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30314,"11166000190","11660001900","2015",,,"SALISBURY","ST","C","11/09/88 00:00:00",5.8474214000000001e+05,1.0293306100000000e+06,,0,,"10/14/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30315,"11166000200","11660002000","2017",,,"SALISBURY","ST","C","11/09/88 00:00:00",5.8470710999999999e+05,1.0293158500000000e+06,,0,,"10/14/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30318,"11167000280","11670002800","2018","R",,"SALISBURY","ST","C","08/28/84 00:00:00",5.8482591000000003e+05,1.0290769800000000e+06,,0,,"08/27/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30319,"11167000290","11670002900","2012","R",,"SALISBURY","ST","C","10/09/87 00:00:00",5.8487073999999999e+05,1.0290960699999999e+06,,0,,"10/19/87 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30323,"11169060130","11690601300","2015",,,"ANGELRODT","ST","C",,5.8518570999999996e+05,1.0282244300000001e+06,0,1,,"06/13/89 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30324,"11169060140","11690601400","2019",,,"BRANCH","ST","C",,5.8516095999999996e+05,1.0282210200000000e+06,0,1,,"10/06/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30325,"11171000010","11710000100","1926",,,"ANGELRODT","ST","A",,5.8546233999999997e+05,1.0281581200000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30326,"11171000050","11710000500","1916",,,"ANGELRODT","ST","A",,5.8557092000000004e+05,1.0282207700000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30327,"11171000060","11710000600","1914",,,"ANGELRODT","ST","A","11/09/88 00:00:00",5.8559784999999998e+05,1.0282313500000000e+06,0,1,,"10/14/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30330,"11171000190","11710001900","1919",,,"BRANCH","ST","A","02/02/92 00:00:00",5.8563605000000005e+05,1.0281161600000000e+06,0,1,,"01/07/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30331,"11173050070","11730500700","1910",,,"MALLINCKRODT","ST","C","05/31/73 00:00:00",5.8532141000000003e+05,1.0290169000000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30332,"11173060040","11730600400","1916",,,"GARDEN","ST","C","11/20/81 00:00:00",5.8532623999999999e+05,1.0288775600000001e+06,,0,,"10/28/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30333,"11173060090","11730600900","1900",,,"GARDEN","ST","C","02/02/92 00:00:00",5.8545439000000001e+05,1.0289292300000000e+06,,0,,"01/07/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30334,"11174000120","11740001200","1907",,,"MALLINCKRODT","ST","C","10/14/77 00:00:00",5.8530883999999997e+05,1.0291813400000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30335,"11174000130","11740001300","1909",,,"MALLINCKRODT","ST","C","12/07/82 00:00:00",5.8528484999999998e+05,1.0291707200000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30336,"11174000140","11740001400","1911",,,"MALLINCKRODT","ST","C","12/07/82 00:00:00",5.8526052000000002e+05,1.0291603700000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30337,"11174000150","11740001500","1915",,,"MALLINCKRODT","ST","C",,5.8522880000000005e+05,1.0291302100000000e+06,,0,,"12/13/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Option"
30338,"11174000200","11740002000","1915","R",,"MALLINCKRODT","ST","C","11/09/88 00:00:00",5.8520260999999999e+05,1.0291927900000000e+06,,0,,"10/14/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
30339,"11179000170","11790001700","1513",,,"MALLINCKRODT","ST","C","09/27/85 00:00:00",5.8557479000000004e+05,1.0293132800000000e+06,0,1,,"09/16/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
30340,"11180000010","11800000100","3512",,,"19TH","ST","C",,5.8552563000000000e+05,1.0290025800000000e+06,0,1,,"11/15/89 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
30342,"11183030040","11830300400","1400",,,"ANGELRODT","ST","A","05/31/73 00:00:00",5.8647364000000001e+05,1.0285505300000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
