Record_No,Handle,ParcelID,Address,Add_Suffix,Direction,Name,Type,Class,Acquisition_dt,CenterX,CenterY,Value,Value_Estimated,Value_Est_Dt,Entered_Date,Usage,Cost,Property_Source,Purchase_Type,Parcel_Status
41701,"15531000370","55310003700","5237",,,"BEACON","AV","A","11/06/03 00:00:00",5.7171401000000001e+05,1.0424913340000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41703,"15344000400","53440004000","6047",,,"EMMA","AV","C","11/06/03 00:00:00",5.6991817000000004e+05,1.0460698760000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41704,"15431000170","54310001700","1018",,,"GARTH","AV","A","11/06/03 00:00:00",5.7611706000000006e+05,1.0482379900000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41707,"15080000400","50800004000","5407",,,"RUSKIN","AV","A","11/06/03 00:00:00",5.7411351000000001e+05,1.0410099750000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41709,"15076000010","50760000100","6113",,,"LOTUS","AV","A","11/06/03 00:00:00",5.6168501000000001e+05,1.0357536550000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41710,"15323000270","53230002700","5067",,,"BEACON","AV","A","11/06/03 00:00:00",5.7125772999999998e+05,1.0421720140000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41712,"15529000070","55290000700","5418",,,"THRUSH","AV","A","11/06/03 00:00:00",5.7200564000000001e+05,1.0432614840000001e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41714,"15291000430","52910004300","4927",,,"DAVISON","AV","C","11/06/03 00:00:00",5.7041254000000004e+05,1.0411940680000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41716,"15133000240","51330002400","5537",,,"WREN","AV","C","11/06/03 00:00:00",5.7234482999999996e+05,1.0445922250000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41719,"15345000250","53450002500","6007",,,"LUCILLE","AV","C","11/06/03 00:00:00",5.7010828000000003e+05,1.0455897520000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41722,"15138000380","51380003800","5041",,,"EMERSON","AV","A","11/06/03 00:00:00",5.7162807999999996e+05,1.0412499220000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41724,"15621000275","56210002750","4805",,,"NATURAL BRIDGE","AV","C","11/06/03 00:00:00",5.7262827000000002e+05,1.0343350460000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Unavailable"
41725,"15087000380","50870003800","5097",,,"GERALDINE","AV","A","11/06/03 00:00:00",5.7298356999999995e+05,1.0406149580000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41726,"16159000130","61590001300","5244",,,"LABADIE","AV","C","11/06/03 00:00:00",5.6836056000000006e+05,1.0345266620000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41728,"15132000230","51320002300","5541",,,"PLOVER","AV","C","11/06/03 00:00:00",5.7258239000000001e+05,1.0443301510000000e+06,,0,,"11/12/03 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41731,"15134000290","51340002900","5517",,,"ROBIN","AV","C","11/06/03 00:00:00",5.7198234999999998e+05,1.0447715410000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41732,"15257000010","52570000100","5578",,,"ST LOUIS","AV","A","11/06/03 00:00:00",5.6576934999999998e+05,1.0357561189999999e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41733,"15322000080","53220000800","5028",,,"THRUSH","AV","A","11/06/03 00:00:00",5.7070581999999995e+05,1.0423520660000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41734,"15291000090","52910000900","4926",,,"BEACON","AV","C","11/06/03 00:00:00",5.7033968000000005e+05,1.0413065130000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41735,"15230040140","52300401400","5125",,,"LABADIE","AV","C","11/06/03 00:00:00",5.6923696999999997e+05,1.0342594910000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41736,"15121000290","51210002900","5251",,,"PLOVER","AV","C","11/06/03 00:00:00",5.7127316000000003e+05,1.0434114740000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41737,"15876000085","58760000850","5712",,,"GOENER","AV","A","11/06/03 00:00:00",5.6496093000000005e+05,9.9877726599999995e+05,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41738,"15638000550","56380005500","1709",,,"CORA","AV","C","11/06/03 00:00:00",5.7105287000000000e+05,1.0294287560000001e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41740,"15391020130","53910201300","5801",,,"SALOMA","AV","C","11/06/03 00:00:00",5.6922500000000000e+05,1.0431098280000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41741,"15129000320","51290003200","5437",,,"ORIOLE","AV","C","11/06/03 00:00:00",5.7104526000000001e+05,1.0449790310000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41743,"15292000050","52920000500","4914",,,"DAVISON","AV","C","11/06/03 00:00:00",5.7041787000000000e+05,1.0409717920000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41744,"16159000145","61590001450","5236",,,"LABADIE","AV","C","11/06/03 00:00:00",5.6844528000000003e+05,1.0344761790000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41745,"15228000130","52280001300","4715",,,"SAN FRANCISCO","AV","A","11/06/03 00:00:00",5.7327368000000005e+05,1.0347037060000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41747,"15527000240","55270002400","5452",,,"BEACON","AV","A","11/06/03 00:00:00",5.7266687000000000e+05,1.0429343760000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41748,"16097000240","60970002400","2731",,,"GOODFELLOW","BLVD","A","11/06/03 00:00:00",5.6401279000000004e+05,1.0356703080000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41751,"15242000210","52420002100","5575",,,"ST LOUIS","AV","A","11/06/03 00:00:00",5.6588243999999994e+05,1.0358778590000001e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Unavailable"
41752,"15122000240","51220002400","5271",,,"WREN","AV","C","11/06/03 00:00:00",5.7122664000000001e+05,1.0438078750000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41754,"15201000510","52010005100","5645",,,"KENNERLY","AV","A","11/06/03 00:00:00",5.6472128000000003e+05,1.0350079570000001e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41755,"15393000260","53930002600","5009",,,"ROBIN","AV","A","11/06/03 00:00:00",5.6978987000000000e+05,1.0432371990000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41756,"15087000410","50870004100","5091",,,"GERALDINE","AV","A","11/06/03 00:00:00",5.7292466000000003e+05,1.0405737240000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41757,"15670000180","56700001800","4125",,"N","TAYLOR","AV","A","11/06/03 00:00:00",5.7500837000000000e+05,1.0349931990000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Offer"
41758,"15281000080","52810000800","5530",,,"GREER","AV","A","11/06/03 00:00:00",5.6649620999999996e+05,1.0360498540000001e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41759,"15531000100","55310001000","5232",,,"GENEVIEVE","AV","A","11/06/03 00:00:00",5.7161731999999995e+05,1.0425932190000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41760,"15346000405","53460004050","6059",,,"THEKLA","AV","C","11/06/03 00:00:00",5.6949027000000002e+05,1.0455676830000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41761,"16158000090","61580000900","3012",,,"UNION","BLVD","C","11/06/03 00:00:00",5.6840854000000004e+05,1.0348769470000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41762,"16186000010","61860000100","8700",,,"RIVERVIEW","BLVD","A","11/06/03 00:00:00",5.7396668999999994e+05,1.0497175859999999e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41763,"15129000170","51290001700","5460",,,"PARTRIDGE","AV","C","11/06/03 00:00:00",5.7117032999999996e+05,1.0452530400000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41765,"15089000030","50890000300","4544",,,"CLAXTON","AV","A","11/06/04 00:00:00",5.7114117000000004e+05,1.0398901170000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
41766,"15552000150","55520001500","5842",,,"KENNERLY","AV","A","11/06/03 00:00:00",5.6344975000000000e+05,1.0354578780000000e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41767,"15211000280","52110002800","3523",,,"UNIVERSITY","ST","C","11/06/03 00:00:00",5.8001004000000004e+05,1.0277680280000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Lease"
41770,"13710020330","37100203300","4529",,,"LABADIE","AV","A","11/06/03 00:00:00",5.7325322999999998e+05,1.0317944889999999e+06,0,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41771,"13683000030","36830000300","4260",,"W","COTE BRILLIANTE","AV","C","11/06/03 00:00:00",5.7383969999999995e+05,1.0280473620000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41778,"15131000280","51310002800","5507",,,"THRUSH","AV","A","11/06/03 00:00:00",5.7250955000000005e+05,1.0438498680000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41779,"15086000290","50860002900","5084",,,"GERALDINE","AV","A","11/06/03 00:00:00",5.7301347999999998e+05,1.0404083310000000e+06,,0,,"11/12/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41781,"15237000130","52370001300","5706",,,"LABADIE","AV","A","11/06/03 00:00:00",5.6516919999999995e+05,1.0363604560000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Unavailable"
41782,"15356000200","53560002000","5919",,,"GARESCHE","AV","C","11/06/03 00:00:00",5.7003968999999994e+05,1.0448804760000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41783,"15087000490","50870004900","5069",,,"GERALDINE","AV","A","11/06/03 00:00:00",5.7274510999999999e+05,1.0404471120000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41785,"15202000140","52020001400","5712",,,"TERRY","AV","A","11/06/03 00:00:00",5.6467205000000005e+05,1.0355133760000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41787,"14459060180","44590601800","3401",,,"MARCUS","AV","A","11/06/03 00:00:00",5.7243102000000002e+05,1.0330585379999999e+06,0,0,,"11/13/03 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41789,"14429000300","44290003000","4110","H",,"LEE","AV","A","11/06/03 00:00:00",5.7889803000000003e+05,1.0329538470000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41791,"13788000070","37880000700","5074",,,"DR MARTIN LUTHER KING","DR","C","11/06/03 00:00:00",5.6741788000000000e+05,1.0305430500000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41792,"11996000040","19960000400","2906",,,"CALIFORNIA","AV","A","11/06/03 00:00:00",5.7775304000000004e+05,1.0080335750000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41796,"15229030160","52290301600","5045",,,"ST LOUIS","AV","C","11/06/03 00:00:00",5.6948392000000004e+05,1.0337268700000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41797,"15232000170","52320001700","5048",,,"BEACON","AV","A","11/06/03 00:00:00",5.7122835999999999e+05,1.0419287630000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41798,"15201000200","52010002000","5708",,,"MAFFITT","AV","A","11/06/03 00:00:00",5.6456063000000000e+05,1.0352337730000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41799,"12474000070","24740000700","1532",,,"JOHN","AV","C","11/06/03 00:00:00",5.8318781999999995e+05,1.0337124030000000e+06,,0,,"11/13/03 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41800,"13679000250","36790002500","4237",,,"COTE BRILLIANTE","AV","C","11/06/03 00:00:00",5.7469062000000000e+05,1.0277796490000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41801,"13779000090","37790000900","4762",,,"COTE BRILLIANTE","AV","A","11/06/03 00:00:00",5.7001369999999995e+05,1.0299252230000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41803,"11182050060","11820500600","1510",,,"ANGELRODT","ST","A","11/06/03 00:00:00",5.8596021999999997e+05,1.0283714420000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41804,"15253000225","52530002250","914",,,"HORNSBY","AV","A","11/06/03 00:00:00",5.7633273999999999e+05,1.0505456939999999e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41805,"15531000120","55310001200","5244",,,"GENEVIEVE","AV","A","11/06/03 00:00:00",5.7170916000000003e+05,1.0426574990000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41806,"12469110050","24691100500","1116",,,"GANO","AV","A","11/06/03 00:00:00",5.8387825000000000e+05,1.0345469770000000e+06,,0,,"11/13/03 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41807,"10640000110","6400001100","2207",,,"HADLEY","ST","C","11/06/03 00:00:00",5.8760592000000004e+05,1.0247140840000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41808,"11570000060","15700000600","3526",,,"CALIFORNIA","AV","A","11/06/03 00:00:00",5.7712457999999996e+05,1.0041687750000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41809,"12410000120","24100001200","1126",,,"NEWHOUSE","AV","C","11/06/03 00:00:00",5.8545277000000002e+05,1.0310715780000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41811,"15281000060","52810000600","5534",,,"GREER","AV","A","11/06/03 00:00:00",5.6645309999999998e+05,1.0360740209999999e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41812,"14383170061","43831700610","4122",,,"CLARA","PL","C","11/06/03 00:00:00",5.7203544999999995e+05,1.0363898340000000e+06,,0,,"11/13/03 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41813,"14514000010","45140000100","5368",,,"LOTUS","AV","A","11/06/03 00:00:00",5.6634629000000004e+05,1.0328466780000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41814,"14441070250","44410702500","4127",,,"LEXINGTON","AV","A","11/06/03 00:00:00",5.7766326000000001e+05,1.0310802650000000e+06,,0,,"11/13/03 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41816,"14477020550","44770205500","4761",,,"CUPPLES","PL","A","11/06/03 00:00:00",5.7089964000000001e+05,1.0314885950000000e+06,,0,,"11/13/03 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41818,"14521000040","45210000400","1610",,,"SEMPLE","AV","A","11/06/03 00:00:00",5.6546968999999994e+05,1.0324394420000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41819,"14521000050","45210000500","1612",,,"SEMPLE","AV","A","11/06/03 00:00:00",5.6548168999999994e+05,1.0324612790000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41820,"15277000440","52770004400","883",,,"CANAAN","AV","A","11/06/03 00:00:00",5.7649568000000005e+05,1.0513432990000001e+06,,0,,"11/13/03 00:00:00","Vacant Lot",2.8000000000000000e+03,"CDA",,"Option"
41822,"16019000112","60190001120","8460","R",,"LOWELL","ST","A","11/06/03 00:00:00",5.7781678000000003e+05,1.0502104690000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",1.8500000000000000e+03,"CDA",,"Option"
41823,"11646000330","16460003300","2639",,,"CHIPPEWA","ST","A","11/06/03 00:00:00",5.7758797999999998e+05,1.0025097680000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",4.8000000000000000e+03,"CDA",,"Option"
41824,"15431000110","54310001100","8228",,,"FREDERICK","ST","A","11/06/03 00:00:00",5.7612057999999996e+05,1.0480954399999999e+06,,0,,"11/13/03 00:00:00","Vacant Lot",5.0000000000000000e+03,"CDA",,"Option"
41825,"11640000220","16400002200","3717",,,"IOWA","AV","A","11/06/03 00:00:00",5.7708921999999997e+05,1.0029664100000000e+06,,0,,"11/13/03 00:00:00","Vacant Lot",2.7000000000000000e+03,"CDA",,"Option"
41826,"15087000500","50870005000","5067",,,"GERALDINE","AV","A","11/06/03 00:00:00",5.7272608999999997e+05,1.0404334880000000e+06,0,0,,"11/13/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41830,"13823040260","38230402600","5891",,,"PAGE","BLVD","A","09/18/03 00:00:00",5.6120440000000002e+05,1.0323287020000000e+06,,0,,"11/19/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Option"
41831,"13653000440","36530004400","2516",,"N","SARAH","ST","A","10/29/03 00:00:00",5.7617372999999998e+05,1.0280864129999999e+06,,0,,"11/19/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Option"
41833,"13716000580","37160005800","4559",,,"COTTAGE","AV","A","08/26/04 00:00:00",5.7242018000000005e+05,1.0305347709999999e+06,0,0,,"09/15/04 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41834,"13637180020","36371800200","3968",,,"ALDINE","AV","A","08/26/04 00:00:00",5.7608307999999996e+05,1.0264080350000000e+06,,0,,"09/15/04 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41835,"13311000300","33110003000","1433",,,"GANO","AV","A","08/26/04 00:00:00",5.8338083999999997e+05,1.0344139460000000e+06,,0,,"09/15/04 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Offer"
41836,"13353000080","33530000800","4324",,,"DESOTO","AV","A","08/26/04 00:00:00",5.8116466000000003e+05,1.0331910000000000e+06,,0,,"09/15/04 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41837,"13618000350","36180003500","4433",,,"GREER","AV","A","08/26/04 00:00:00",5.7423151000000001e+05,1.0316655420000000e+06,,0,,"09/15/04 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41841,"15481000010","54810000109","4557",,,"EICHELBERGER","ST","A","03/10/05 00:00:00",5.6483563000000000e+05,1.0000208460000000e+06,,0,,"03/17/05 00:00:00","Vacant Lot",1.8000000000000000e+03,"CDA",,"Option"
41845,"13544000080","35440000800","2124",,,"ALICE","AV","C","08/25/05 00:00:00",5.8054041000000003e+05,1.0345214320000000e+06,,0,,"08/31/05 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41847,"13620000060","36200000600","3014",,,"VINE GROVE","AV","C","08/25/05 00:00:00",5.7477788000000000e+05,1.0310274330000000e+06,,0,,"08/31/05 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
41848,"13657000070","36570000700","4038",,,"COTE BRILLIANTE","AV","A","08/25/05 00:00:00",5.7581265000000002e+05,1.0268938480000000e+06,,0,,"08/31/05 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41849,"13718000760","37180007600","4608",,,"ST FERDINAND","AV","C","08/25/05 00:00:00",5.7176490000000002e+05,1.0303178800000000e+06,0,0,,"08/31/05 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41852,"11655000320","16550003200","2129",,,"CHIPPEWA","ST","A","10/20/05 00:00:00",5.7874087000000000e+05,1.0023318100000001e+06,,0,,"10/24/05 00:00:00","Residential",1.6000000000000000e+04,"CDA",,"Option"
41853,"15246000090","52460000900","5322",,,"LABADIE","AV","A","10/20/05 00:00:00",5.6792683999999997e+05,1.0347680680000000e+06,,0,,"10/24/05 00:00:00","Vacant Lot",5.0000000000000000e+03,"CDA",,"Option"
41854,"10150050055","1500500550","908",,"S","7TH","ST","A","10/20/05 00:00:00",5.8717593000000005e+05,1.0138802709999999e+06,,0,,"10/24/05 00:00:00","Billboard",0.0000000000000000e+00,"Tax Suit",,"Retired"
41856,"13778000230","37780002300","1425",,,"WALTON","AV","A","07/28/06 00:00:00",5.6960340000000002e+05,1.0294612940000000e+06,0,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41858,"13785000250","37850002500","1333",,,"BAYARD","AV","A","07/28/06 00:00:00",5.6917205000000005e+05,1.0294144720000000e+06,,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41859,"13716000240","37160002400","4520",,,"KENNERLY","AV","A","07/28/06 00:00:00",5.7283059999999998e+05,1.0304787160000000e+06,0,0,,"08/02/06 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41860,"13587000250","35870002500","3848",,,"LEE","AV","A","07/28/06 00:00:00",5.8017418999999994e+05,1.0322575190000000e+06,0,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41861,"13587000230","35870002300","3852",,,"LEE","AV","A","07/28/06 00:00:00",5.8014532999999996e+05,1.0322736130000000e+06,0,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41862,"13628000190","36280001900","3801",,,"MAFFITT","AV","A","07/28/06 00:00:00",5.7857068000000005e+05,1.0279720050000000e+06,0,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41863,"13754000680","37540006800","4059","R",,"ENRIGHT","AV","C","07/28/06 00:00:00",5.7400228000000003e+05,1.0243435800000000e+06,,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41865,"13348050370","33480503700","1437",,"E","PRAIRIE","AV","A","07/28/06 00:00:00",5.8307794999999995e+05,1.0345622169999999e+06,,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41866,"12385040020","23850400200","2928",,,"PRAIRIE","AV","A","07/28/06 00:00:00",5.7897798999999999e+05,1.0284396770000000e+06,,0,,"08/02/06 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41867,"13720000390","37200003900","4527",,,"COTE BRILLIANTE","AV","C","07/28/06 00:00:00",5.7208793000000005e+05,1.0292266600000000e+06,,0,,"08/02/06 00:00:00","Residential",0.0000000000000000e+00,"Tax Suit",,"Available"
41868,"13816080190","38160801900","1331",,,"CLARA","AV","A","10/09/03 00:00:00",5.6305004000000004e+05,1.0313756310000001e+06,0,0,,"11/25/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41869,"13816080200","38160802000","1329",,,"CLARA","AV","A","10/09/03 00:00:00",5.6303553000000003e+05,1.0313501920000000e+06,0,0,,"11/25/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41870,"11113000125","11130001200","1401",,,"NORTH MARKET","ST","C","11/20/03 00:00:00",5.8673235999999999e+05,1.0250268710000000e+06,,0,,"11/25/03 00:00:00","Vacant Lot",1.2100000000000000e+04,"CDA",,"Option"
41873,"15391010210","53910102100","5729",,,"SALOMA","AV","C","11/20/03 00:00:00",5.6958070999999996e+05,1.0429080890000000e+06,,0,,"11/25/03 00:00:00","Vacant Lot",1.0000000000000000e+04,"CDA",,"Option"
41874,"13679000170","36790001700","4205",,,"COTE BRILLIANTE","AV","C",,5.7491970999999996e+05,1.0276539560000000e+06,0,0,,"11/25/03 00:00:00","Vacant Lot",1.0000000000000000e+00,"CDA",,"Option"
41875,"10019000015","190000150","1101",,"N","LEONOR K SULLIVAN","BLVD","AA","09/18/03 00:00:00",5.9093254000000004e+05,1.0200012610000001e+06,,0,,"12/17/03 00:00:00","Vacant Lot",0.0000000000000000e+00,"LCRA",,"Unavailable"
41880,"14525000320","45250003200","1943",,,"SEMPLE","AV","A","06/09/03 00:00:00",5.6571142000000004e+05,1.0333500340000000e+06,0,0,,"01/02/04 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
41881,"10657000160","6570001600","1826",,"N","9TH","ST","C","02/06/95 00:00:00",5.8917142000000004e+05,1.0238032460000000e+06,0,0,,"01/02/04 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
41882,"15396000060","53960000600","5020",,,"PLOVER","AV","A","10/21/03 00:00:00",5.7054364000000001e+05,1.0426619480000000e+06,0,0,,"01/02/04 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
